id_origen,id_destino,titulo_origen,titulo_destino,peso,similitud_porcentaje,direccion
5293,5650,On a Caputo conformable inclusion problem with mix,An inverse problem of reconstructing option drift ,0.668724,66.9%,5293 → 5650
5293,877,On a Caputo conformable inclusion problem with mix,A System that Facilitates Diverse Thinking in Prob,0.679324,67.9%,5293 → 877
5293,2000,On a Caputo conformable inclusion problem with mix,Don’t blame the economists. It is an inverse probl,0.79898,79.9%,5293 → 2000
5293,2839,On a Caputo conformable inclusion problem with mix,A green vehicle routing problem with customer sati,0.823573,82.4%,5293 → 2839
5294,6515,On modeling blockchain-enabled economic networks a,Chain and silk: alternative futures of blockchain ,0.610991,61.1%,5294 → 6515
5294,3855,On modeling blockchain-enabled economic networks a,Floating Genesis Block Enhancement for Blockchain ,0.611695,61.2%,5294 → 3855
5294,5944,On modeling blockchain-enabled economic networks a,Indexing structures for the PLS blockchain,0.616358,61.6%,5294 → 5944
5294,5107,On modeling blockchain-enabled economic networks a,Dru: Studying Blockchain as a Complex Network,0.623011,62.3%,5294 → 5107
5294,9717,On modeling blockchain-enabled economic networks a,Secured Network Architectures Based on Blockchain ,0.625895,62.6%,5294 → 9717
5300,2309,On the current state of combining human and artifi,Implementing game artificial intelligence to decis,0.604053,60.4%,5300 → 2309
5302,3821,Online Professional Development for High School Co,Embedding K12 Professional Development Through Co-,0.600212,60.0%,5302 → 3821
5302,4640,Online Professional Development for High School Co,Online Professional Development for High School Te,0.799938,80.0%,5302 → 4640
5303,8397,Ontology of Social Machines,Disentangling degree and tie strength heterogeneit,0.646263,64.6%,5303 → 8397
5303,7869,Ontology of Social Machines,Social navigation hypothesis of depressive disorde,0.647473,64.7%,5303 → 7869
5303,2736,Ontology of Social Machines,Sentiment leaning of influential communities in so,0.666731,66.7%,5303 → 2736
5303,1773,Ontology of Social Machines,Ethics and Interdisciplinarity in Computational So,0.672754,67.3%,5303 → 1773
5303,6574,Ontology of Social Machines,Corporate social responsibility. A strategy for so,0.691508,69.2%,5303 → 6574
5303,5901,Ontology of Social Machines,For a heterodox computational social science,0.721421,72.1%,5303 → 5901
5303,7882,Ontology of Social Machines,Studying social networks in the age of computation,0.756762,75.7%,5303 → 7882
5303,1587,Ontology of Social Machines,Middleware for social computing: a roadmap,0.842485,84.2%,5303 → 1587
5305,5567,Optimizing Cyber Security Education: Implementatio,A bayesian network model for machine learning and ,0.653933,65.4%,5305 → 5567
5305,7826,Optimizing Cyber Security Education: Implementatio,Reward Shaping for Happier Autonomous Cyber Securi,0.662128,66.2%,5305 → 7826
5305,8221,Optimizing Cyber Security Education: Implementatio,CSCS '24: Proceedings of the 2024 Cyber Security i,0.662602,66.3%,5305 → 8221
5305,3887,Optimizing Cyber Security Education: Implementatio,Improving offensive cyber security assessments usi,0.677824,67.8%,5305 → 3887
5305,8041,Optimizing Cyber Security Education: Implementatio,A Mathematical Theory to Price Cyber-Cat Bonds Boo,0.696855,69.7%,5305 → 8041
5305,4160,Optimizing Cyber Security Education: Implementatio,The Privacy Implications of Cyber Security Systems,0.755022,75.5%,5305 → 4160
5305,7707,Optimizing Cyber Security Education: Implementatio,"Multi-National Cyber Security Exercise, Case Flags",0.794434,79.4%,5305 → 7707
5305,6008,Optimizing Cyber Security Education: Implementatio,Measuring Learning in a Cyber Security Exercise,0.857442,85.7%,5305 → 6008
5307,5992,Organizational Adoption of Information Security So,Log Abstraction for Information Security: Heuristi,0.6075,60.8%,5307 → 5992
5307,4031,Organizational Adoption of Information Security So,Rethinking the Prevailing Security Paradigm,0.609641,61.0%,5307 → 4031
5307,8612,Organizational Adoption of Information Security So,Information Security Investments: How to Prioritiz,0.646021,64.6%,5307 → 8612
5307,5143,Organizational Adoption of Information Security So,Executives' Commitment to Information Security,0.650357,65.0%,5307 → 5143
5307,4108,Organizational Adoption of Information Security So,Shifting from Information Security towards a Cyber,0.690071,69.0%,5307 → 4108
5309,912,Parametric investigation of a large two-stroke mar,Computational fluid dynamics investigation of some,0.662753,66.3%,5309 → 912
5309,7062,Parametric investigation of a large two-stroke mar,The simulation of the emission of iron fumes cause,0.667882,66.8%,5309 → 7062
5309,2892,Parametric investigation of a large two-stroke mar,Characterizing Airflow Profile in the Postoperativ,0.66988,67.0%,5309 → 2892
5309,278,Parametric investigation of a large two-stroke mar,Analysis of hydraulic components using computation,0.684085,68.4%,5309 → 278
5309,4283,Parametric investigation of a large two-stroke mar,A computational fluid dynamics investigation of su,0.684974,68.5%,5309 → 4283
5309,1574,Parametric investigation of a large two-stroke mar,Investigation in the Characteristics of the Person,0.702927,70.3%,5309 → 1574
5309,2369,Parametric investigation of a large two-stroke mar,"Performance comparison between textured, pocket, a",0.708123,70.8%,5309 → 2369
5309,3053,Parametric investigation of a large two-stroke mar,Numerical investigation of flexible flapping wings,0.709648,71.0%,5309 → 3053
5310,2488,Parametric models analysed with linear maps,A coherent perceptron for all-optical learning,0.710441,71.0%,5310 → 2488
5311,311,Partial Preservation of the Inferior Turbinate in ,Use of computational fluid dynamics in hydrodynami,0.613685,61.4%,5311 → 311
5311,79,Partial Preservation of the Inferior Turbinate in ,Comparison of Supercomputers and Mini- Supercomput,0.617383,61.7%,5311 → 79
5311,1503,Partial Preservation of the Inferior Turbinate in ,Computational Biomechanics to Simulate the Femorop,0.619617,62.0%,5311 → 1503
5311,3458,Partial Preservation of the Inferior Turbinate in ,Reproducible and Replicable Computational Fluid Dy,0.625753,62.6%,5311 → 3458
5311,6661,Partial Preservation of the Inferior Turbinate in ,Effects of the Anterolateral Ligament and Anterior,0.635078,63.5%,5311 → 6661
5311,4386,Partial Preservation of the Inferior Turbinate in ,Comparison of Fluid Dynamics Variations Between Ch,0.687193,68.7%,5311 → 4386
5311,1969,Partial Preservation of the Inferior Turbinate in ,Computational Fluid Dynamics Investigation of Chro,0.884211,88.4%,5311 → 1969
5311,5377,Partial Preservation of the Inferior Turbinate in ,Rhinomanometry Versus Computational Fluid Dynamics,0.897105,89.7%,5311 → 5377
5312,6137,Pathfinding Model-Based Mission Assurance: S&MA Re,Residual feedback suppression with extended model-,0.604115,60.4%,5312 → 6137
5312,2743,Pathfinding Model-Based Mission Assurance: S&MA Re,Software reliability growth model based on Bohrbug,0.626257,62.6%,5312 → 2743
5312,76,Pathfinding Model-Based Mission Assurance: S&MA Re,A quantitative model-based expert system for LAN d,0.629911,63.0%,5312 → 76
5312,352,Pathfinding Model-Based Mission Assurance: S&MA Re,Designing a model-based interaction planner with d,0.630146,63.0%,5312 → 352
5314,4224,Patterns for ethical decisions in information syst,What are Security Patterns?,0.617908,61.8%,5314 → 4224
5314,4014,Patterns for ethical decisions in information syst,Regex-Based Linkography Abstraction Refinement for,0.635647,63.6%,5314 → 4014
5314,6765,Patterns for ethical decisions in information syst,Investigating Information Security in Systems-of-S,0.637752,63.8%,5314 → 6765
5314,4093,Patterns for ethical decisions in information syst,Security patterns 2.0,0.640666,64.1%,5314 → 4093
5318,7235,Personality-dependent content selection in natural,An exploratory content and sentiment analysis of t,0.622658,62.3%,5318 → 7235
5318,8499,Personality-dependent content selection in natural,Exploring the Natural Language Generation: Current,0.711238,71.1%,5318 → 8499
5319,7606,Personalized Computational Models of Tissue-Rearra,Identification of conserved miRNAs and their targe,0.619818,62.0%,5319 → 7606
5319,8665,Personalized Computational Models of Tissue-Rearra,Local Morphologic and Hemodynamic Analyses for the,0.624743,62.5%,5319 → 8665
5319,4396,Personalized Computational Models of Tissue-Rearra,Computational Comparison Between a Classic Bifurca,0.63332,63.3%,5319 → 4396
5319,7393,Personalized Computational Models of Tissue-Rearra,Data-driven next-generation smart grid towards sus,0.646254,64.6%,5319 → 7393
5319,1880,Personalized Computational Models of Tissue-Rearra,A Computational Assay to Design an Epitope-Based P,0.693496,69.3%,5319 → 1880
5319,6661,Personalized Computational Models of Tissue-Rearra,Effects of the Anterolateral Ligament and Anterior,0.694597,69.5%,5319 → 6661
5319,1503,Personalized Computational Models of Tissue-Rearra,Computational Biomechanics to Simulate the Femorop,0.760846,76.1%,5319 → 1503
5325,4909,Pioneers on the Case for Promoting Motivation to T,A set theory based similarity measure for text clu,0.616164,61.6%,5325 → 4909
5325,7293,Pioneers on the Case for Promoting Motivation to T,"Build Bridges between Conversation, Story, Visual ",0.623909,62.4%,5325 → 7293
5325,8527,Pioneers on the Case for Promoting Motivation to T,From Blocks to Text: Bridging Programming Misconce,0.706711,70.7%,5325 → 8527
5328,9446,Post-Quantum Secure Two-Party Computation for Iris,Feynman and computation: From Los Alamos to quantu,0.618872,61.9%,5328 → 9446
5328,9733,Post-Quantum Secure Two-Party Computation for Iris,Superconducting quantum computers: who is leading ,0.622408,62.2%,5328 → 9733
5328,2465,Post-Quantum Secure Two-Party Computation for Iris,What is a quantum simulator?,0.664003,66.4%,5328 → 2465
5328,3986,Post-Quantum Secure Two-Party Computation for Iris,Post-quantum Security using Channel Noise,0.680602,68.1%,5328 → 3986
5329,4938,Power Systems Intrusion Detection Using Novel Wrap,An investigation of the predictability of the Braz,0.650767,65.1%,5329 → 4938
5329,2018,Power Systems Intrusion Detection Using Novel Wrap,Feature selection and replacement by clustering at,0.651403,65.1%,5329 → 2018
5331,6912,Predicting academic success in higher education: l,Reflexive pedagogy at the heart of educational dig,0.603428,60.3%,5331 → 6912
5332,572,Prediction of ESG compliance using a heterogeneous,An information retrieval application using ontolog,0.642568,64.3%,5332 → 572
5333,8729,Prediction of Leakage from an Axial Piston Pump Sl,Neuro-Degenerative Disorder Prediction Using Curat,0.676814,67.7%,5333 → 8729
5333,6878,Prediction of Leakage from an Axial Piston Pump Sl,Predicting Breast Cancer Malignancy using Deep Neu,0.727718,72.8%,5333 → 6878
5333,6847,Prediction of Leakage from an Axial Piston Pump Sl,Operator compression with deep neural networks,0.736293,73.6%,5333 → 6847
5336,6998,Pricing cloud IaaS computing services,Survey on Cloud Computing Security and Scheduling,0.761135,76.1%,5336 → 6998
5336,2093,Pricing cloud IaaS computing services,Remote and deep attestations to mitigate threats i,0.761434,76.1%,5336 → 2093
5336,1663,Pricing cloud IaaS computing services,Thinking and computing spatiotemporally to enable ,0.761849,76.2%,5336 → 1663
5336,2365,Pricing cloud IaaS computing services,PEFC: Performance Enhancement Framework for Cloudl,0.763448,76.3%,5336 → 2365
5336,1675,Pricing cloud IaaS computing services,Virtualization-level security in cloud computing,0.789156,78.9%,5336 → 1675
5336,1688,Pricing cloud IaaS computing services,A Survey Paper on Cloud Computing,0.802923,80.3%,5336 → 1688
5336,8632,Pricing cloud IaaS computing services,Intra-Datacenter Load Balancing in a Federated Clo,0.831232,83.1%,5336 → 8632
5336,1609,Pricing cloud IaaS computing services,Perspectives on cloud computing: interviews with f,0.84076,84.1%,5336 → 1609
5337,2614,Probabilistic thinking and evaluation of therapies,Evaluating embodied conversational agents in multi,0.613577,61.4%,5337 → 2614
5337,5828,Probabilistic thinking and evaluation of therapies,Don’t panic: Bringing complexity thinking to UK Go,0.662677,66.3%,5337 → 5828
5337,2587,Probabilistic thinking and evaluation of therapies,Defect rate evaluation via simple active learning,0.70521,70.5%,5337 → 2587
5337,1509,Probabilistic thinking and evaluation of therapies,Computational collective intelligence in electroni,0.740464,74.0%,5337 → 1509
5338,4425,"Proceedings of Réanimation 2020, the French Intens",Country centrality in the international multiplex ,0.642811,64.3%,5338 → 4425
5338,7642,"Proceedings of Réanimation 2020, the French Intens",Integrative diagnostics: the time is now—a report ,0.67152,67.2%,5338 → 7642
5341,527,Promoting Computer Science Learning with Block-Bas,Increasing the probability of success in the first,0.607963,60.8%,5341 → 527
5341,7764,Promoting Computer Science Learning with Block-Bas,Power surge: How a multistakeholder coalition prom,0.620097,62.0%,5341 → 7764
5341,3153,Promoting Computer Science Learning with Block-Bas,Understanding blended mentorship in Minecraft: Sca,0.663619,66.4%,5341 → 3153
5343,1380,Promoting a mixed-design model of scientific creat,Rough set based creativity rule extracting for mid,0.638662,63.9%,5343 → 1380
5343,3879,Promoting a mixed-design model of scientific creat,Identification of Brain Activation Regions in Indu,0.685595,68.6%,5343 → 3879
5346,6079,Providing Access and Opportunity for Computational,Planning Computer Science Instruction for Students,0.607037,60.7%,5346 → 6079
5346,8116,Providing Access and Opportunity for Computational,Advancing Equity and Access: Addressing the Side E,0.611923,61.2%,5346 → 8116
5346,7475,Providing Access and Opportunity for Computational,Engaging Primary and Secondary School Students in ,0.616574,61.7%,5346 → 7475
5346,2394,Providing Access and Opportunity for Computational,Research into the computational thinking for the t,0.623037,62.3%,5346 → 2394
